title,mal_id,url,image,synopsis,title_english,title_japanese,title_synonyms,genres_1,genres_2,genres_3,genres_4,genres_5,explicit_genres_1,explicit_genres_2,explicit_genres_3,explicit_genres_4,explicit_genres_5,demographics_1,demographics_2,demographics_3,themes_1,themes_2,themes_3,genres_6,genres_7,genres_8,themes_4,combined_title
Shinai naru Boku e Satsui wo Komete,115746,https://myanimelist.net/manga/115746/Shinai_naru_Boku_e_Satsui_wo_Komete,https://cdn.myanimelist.net/images/manga/1/211898.jpg?s=1dac7d624fd740d9df65a440e04791ef,"Eiji Urashima is just an ordinary university student like everyone else. His college career consists of boozing with his friends and trying to get a girlfriend. On October 23rd, he returns home after...",My Dearest Self With Malice Aforethought,親愛なる僕へ殺意をこめて,nil,Drama,Mystery,Suspense,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Psychological,nil,nil,,,,,Shinai naru Boku e Satsui wo Komete/My Dearest Self With Malice Aforethought/親愛なる僕へ殺意をこめて
Yondome wa Iya na Shizokusei Majutsushi,114849,https://myanimelist.net/manga/114849/Yondome_wa_Iya_na_Shizokusei_Majutsushi,https://cdn.myanimelist.net/images/manga/3/214566.jpg?s=4eff85bf164f094cce1e756018910bc3,"Hiroto Amamiya's first life quickly and tragically ended alongside his classmates'. In his second, due to a mishap on God's part, he was reborn with immense magic but also the same degree of bad luck....",Death Attribute Magician,四度目は嫌な死属性魔術師,/The Death Mage that doesn't want a fourth time,Action,Drama,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Yondome wa Iya na Shizokusei Majutsushi/Death Attribute Magician/四度目は嫌な死属性魔術師/The Death Mage that doesn't want a fourth time
Game of Familia: Kazoku Senki,114595,https://myanimelist.net/manga/114595/Game_of_Familia__Kazoku_Senki,https://cdn.myanimelist.net/images/manga/2/218270.jpg?s=f8b7e1a56adedd4f9f2750aae81e4820,"The protagonist along with his step-mother and 2 step-aunts are summoned into another world where demi-humans are the rulers as saviors, but its not to fight against a demon lord, its to fight an Unde...",nil,ゲーム　オブ　ファミリア-家族戦記-,nil,Action,Adventure,Fantasy,Ecchi,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,,Game of Familia: Kazoku Senki/ゲーム　オブ　ファミリア-家族戦記-
Mijuku na Futari de Gozaimasu ga,113938,https://myanimelist.net/manga/113938/Mijuku_na_Futari_de_Gozaimasu_ga,https://cdn.myanimelist.net/images/manga/2/213271.jpg?s=83e6c5f3b078153214693422c04a494e,"Ikuma and Sumika Saeki are two childhood friends who have recently married. However, despite being deeply in love with each other, they have yet to cross a hurdle that lies in their happy and youthful...",We're New at This,未熟なふたりでございますが,/We may be an inexperienced couple but...,Comedy,Romance,Slice of Life,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Mijuku na Futari de Gozaimasu ga/We're New at This/未熟なふたりでございますが/We may be an inexperienced couple but...
"Sentouin, Hakenshimasu!",113549,https://myanimelist.net/manga/113549/Sentouin_Hakenshimasu,https://cdn.myanimelist.net/images/manga/1/211200.jpg?s=859fe874709f5f350a8f20b61323f3a3,"The Secret Society Kisaragi has one mission: world domination! They claim to be an evil organization, but their scientist is eccentric, their hot female generals wear little clothing, and they're surp...",Combatants Will Be Dispatched!,戦闘員、派遣します!,nil,Action,Comedy,Fantasy,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,,"Sentouin, Hakenshimasu!/Combatants Will Be Dispatched!/戦闘員、派遣します!"
Zelda no Densetsu: Fushigi no Kinomi - Daichi no Shou,1420,https://myanimelist.net/manga/1420/Zelda_no_Densetsu__Fushigi_no_Kinomi_-_Daichi_no_Shou,https://cdn.myanimelist.net/images/manga/4/126019.jpg?s=c44be5517db0268b774c6f297226c8f4,"In a small village in Hyrule, a boy named Link has the mark of the Triforce on his left hand. It is a mark of destiny that leads Link on a fantastic adventure! Transported to the land of Holodrum, Lin...",The Legend of Zelda: Oracle of Seasons,ゼルダの伝説 ふしぎの木の実 大地の章,/Legend of Zelda: Mysterious Nuts - Chapter of Earth/The Legend of Zelda: Legendary Edition,Action,Adventure,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Zelda no Densetsu: Fushigi no Kinomi - Daichi no Shou/The Legend of Zelda: Oracle of Seasons/ゼルダの伝説 ふしぎの木の実 大地の章/Legend of Zelda: Mysterious Nuts - Chapter of Earth/The Legend of Zelda: Legendary Edition
"Yuukyuu no Gusha Asley no, Kenja no Susume: to, Pochi no Daibouken",107575,https://myanimelist.net/manga/107575/Yuukyuu_no_Gusha_Asley_no_Kenja_no_Susume__to_Pochi_no_Daibouken,https://cdn.myanimelist.net/images/manga/2/203027.jpg?s=4cc737811825a353a0fe69a6bb1d9688,"5000 years ago, a young apprentice magician called Asley was the target of ridicule by his academy peers because of his lack of magical talent. Consequently, he shut himself off from the world and dec...","The Principle of a Philosopher by Eternal Fool ""Asley"": The Great Adventure of Pochi",悠久の愚者アズリーの、賢者のすゝめ ―と、ポチの大冒険―,nil,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,"Yuukyuu no Gusha Asley no, Kenja no Susume: to, Pochi no Daibouken/The Principle of a Philosopher by Eternal Fool ""Asley"": The Great Adventure of Pochi/悠久の愚者アズリーの、賢者のすゝめ ―と、ポチの大冒険―"
16 Life,17731,https://myanimelist.net/manga/17731/16_Life,https://cdn.myanimelist.net/images/manga/4/123189.jpg?s=3476629c41dc68cd259a172485b99e34,"Saya is an ordinary lethargic female high school student. At karaoke while she was singing enthusiastically a song of her favorite artist, Takase Kazuki, the person himself was watching her…!? (Source...",nil,シックスティーンライフ,nil,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,,16 Life/シックスティーンライフ
Amagami: Love Goes On!,20038,https://myanimelist.net/manga/20038/Amagami__Love_Goes_On,https://cdn.myanimelist.net/images/manga/2/89631.jpg?s=a2b68807fe93b32584df0f1d903d6ba3,"Tachibana Junichi is a boy from class 2-A. One day walking home, he saw by accident a girl's ""underwear."" Afterward, he finds outs what it really was... The first arc focuses on Tachibana Junichi rela...",nil,アマガミ Love goes on!,/Morishima Haruka-hen/Sakurai Rihoko-hen,Romance,Ecchi,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,School,nil,nil,,,,,Amagami: Love Goes On!/アマガミ Love goes on!/Morishima Haruka-hen/Sakurai Rihoko-hen
Amairo*IsleNauts,56181,https://myanimelist.net/manga/56181/AmairoIsleNauts,https://cdn.myanimelist.net/images/manga/1/121891.jpg?s=a67f1bb17c39fededdf459c3aba9abcf,The protagonist gets asked to work in a girls’ school which just happens to be located on an island called Lyserg which is located in the sky. The setting is a city which resembles a mid-century Europ...,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Amairo*IsleNauts
Baketeriya,30303,https://myanimelist.net/manga/30303/Baketeriya,https://cdn.myanimelist.net/images/manga/1/83965.jpg?s=bf92e34125752db6f79c40dced860b6e,"Society is divided into those that rule and those that are ruled. For his entire life, Kamitani Naoya has been the latter and has been attempting to claw his way up with little to no success. He catch...",nil,化けてりや,/Baketeria,Comedy,Drama,Romance,Supernatural,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,,Baketeriya/化けてりや/Baketeria
Hone ga Kusaru made,102987,https://myanimelist.net/manga/102987/Hone_ga_Kusaru_made,https://cdn.myanimelist.net/images/manga/1/191682.jpg?s=8cb0c4050e4f06d7656458977bfaf212,"Five years ago, a group of friends murdered a man. Every year since then, Shintarou Nakamura, Akira Kanzaki, Ryuu Nimaidou, Haruka Nagase, and Tsubaki Toyoshima visit the dead man's rotting bones and...",Until Your Bones Rot,骨が腐るまで,/Stand by Me/My Dear,Romance,Suspense,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,School,nil,nil,,,,,Hone ga Kusaru made/Until Your Bones Rot/骨が腐るまで/Stand by Me/My Dear
Mousugu Shinu Hito,56515,https://myanimelist.net/manga/56515/Mousugu_Shinu_Hito,https://cdn.myanimelist.net/images/manga/2/114985.jpg?s=7fdc9d7f238bbd345db11ebfe60a53d0,"Kominato Riku is a high school student who aims to be a game designer. The girl next door is his childhood friend Haju, is in love with him, but he has fallen head over heels for the school idol Riko....",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Mousugu Shinu Hito
Good Night World,95939,https://myanimelist.net/manga/95939/Good_Night_World,https://cdn.myanimelist.net/images/manga/2/175852.jpg?s=944fcb40a84890b9ce6d81fd0426ada5,"A story about four members of the same broken family who find peace in a game called ""Planet."" The catch is: they don't know about each other. As the story unfolds hidden things are discovered about e...",nil,グッド・ナイト・ワールド,nil,Comedy,Drama,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Good Night World/グッド・ナイト・ワールド
Aru Asa Okitara,78775,https://myanimelist.net/manga/78775/Aru_Asa_Okitara,https://cdn.myanimelist.net/images/manga/3/136277.jpg?s=f11878c2b0a9c184db655cf81076b974,A boy suddenly wakes up to find out he's in the body of a high school girl. Who is she and how did he switch bodies? (Source: MU),nil,ある朝起きたら,/One morning I Woke Up,Comedy,Supernatural,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,Gender Bender,School,nil,,,,,Aru Asa Okitara/ある朝起きたら/One morning I Woke Up
Toaru Majutsu no Index Gaiden: Toaru Kagaku no Accelerator,57989,https://myanimelist.net/manga/57989/Toaru_Majutsu_no_Index_Gaiden__Toaru_Kagaku_no_Accelerator,https://cdn.myanimelist.net/images/manga/1/251278.jpg?s=2efe5a7194ef79888f910776b6ad6a13,"The espers of Academy City are classified into six levels, where ""Level 0"" lacks power while ""Level 5"" possesses an overwhelming amount. Of the several million espers residing in Academy City, only se...",nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Toaru Majutsu no Index Gaiden: Toaru Kagaku no Accelerator
Hadi Girl,52741,https://myanimelist.net/manga/52741/Hadi_Girl,https://cdn.myanimelist.net/images/manga/2/92939.jpg?s=63e9d8e89fbbaf54da6d595d0be773e4,"Sae is a high school girl who is too shy to even talk to guys. One day she gets visited by a fairy who gives her various ""love challenges"" like ""holding hands,"" getting an ""indirect kiss"" or giving a...",nil,はぢがーる,/Hadigirl/Haji Girl/Embarrassed Girl/Shameful Girl,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,School,nil,nil,,,,,Hadi Girl/はぢがーる/Hadigirl/Haji Girl/Embarrassed Girl/Shameful Girl
Ninja Shinobu-san no Junjou,105071,https://myanimelist.net/manga/105071/Ninja_Shinobu-san_no_Junjou,https://cdn.myanimelist.net/images/manga/1/192532.jpg?s=5e5650a13e6898bd2d0befe850edd779,"Shinobu is just an average schoolgirl and most certainly not a ninja—at least, that is what she claims. Class representative Hitoyoshi Kageyama finds this hard to believe though, as he is the only per...",Shinobu's Pure Heart,忍者シノブさんの純情,nil,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,School,nil,nil,,,,,Ninja Shinobu-san no Junjou/Shinobu's Pure Heart/忍者シノブさんの純情
100% no Kimi e,11589,https://myanimelist.net/manga/11589/100_no_Kimi_e,https://cdn.myanimelist.net/images/manga/2/180316.jpg?s=095fd883ade24692958f90883afb8763,"Due to her mother's recent paralysis, Yuzu Horiuchi's life takes a sudden turn when she transfers from a prestigious all-girls high school to a co-ed one. As Yuzu struggles to adjust to a new routine...",nil,100%の君へ,/100% to You,Drama,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,,100% no Kimi e/100%の君へ/100% to You
Trigun,703,https://myanimelist.net/manga/703/Trigun,https://cdn.myanimelist.net/images/manga/3/153055.jpg?s=ca4faf4d464e1f61bdeb8ccd35810452,"Much of the damage attributed to ""Vash"" is caused by the activities of bounty hunters who are after the 60,000,000,000$$ (sixty billion ""double dollars"") reward on Vash's head for the destruction of a...",Trigun,トライガン,/Tri Gun,Action,Adventure,Comedy,Drama,Sci-Fi,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,,Trigun/トライガン/Tri Gun
Adabana,125430,https://myanimelist.net/manga/125430/Adabana,https://cdn.myanimelist.net/images/manga/2/242436.jpg?s=fc0e170bcc6dd864bda58aae42c07d22,,nil,adabana -徒花-,nil,Drama,Mystery,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,Psychological,nil,nil,,,,,Adabana/adabana -徒花-
Threads of Time,553,https://myanimelist.net/manga/553/Threads_of_Time,https://cdn.myanimelist.net/images/manga/5/735.jpg?s=f3793002b479102ccd082c3be31e7fae,"High school student Moon Bin Lee has difficulty sleeping due to a recurring nightmare: he's stranded over a thousand years in the past chasing a dark-haired girl into a deep abyss. Before long, the ni...",Threads of Time,살례탑,/Sal rye tap/Sal-Le-Top,Action,Adventure,Fantasy,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,Historical,Psychological,nil,,,,,Threads of Time/살례탑/Sal rye tap/Sal-Le-Top
Hinekure Chaser,90635,https://myanimelist.net/manga/90635/Hinekure_Chaser,https://cdn.myanimelist.net/images/manga/1/159549.jpg?s=88476f58a6bbb4aca9a1535219f7f8aa,"""My hero alone...is how it was supposed to be! Why is that guy always by his side?!"" Hirokawa Hozumi was saved by Odajima Yamato, whom he then fell in love with, but because Yamato's childhood friend...",nil,ひねくれチェイサー,nil,Boys Love,Romance,Erotica,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,School,nil,nil,,,,,Hinekure Chaser/ひねくれチェイサー
Mizutama Honey Boy,84339,https://myanimelist.net/manga/84339/Mizutama_Honey_Boy,https://cdn.myanimelist.net/images/manga/1/146137.jpg?s=f2fd0c18923fd6a99355876cd000e858,"Mei Sengoku is the captain of the kendo club at her school, and is known as a very strong person, physically and mentally. Her friend, Shirou Fuji, is a boy who acts like a girl, but says that he love...",nil,水玉ハニーボーイ,/Polkadot Honey Boy/Yoroshiku Brother?/Fuyuzora ni Hibiku/Android Box/Kaiki Youko no Kaiki na Ani-tachi,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,,Mizutama Honey Boy/水玉ハニーボーイ/Polkadot Honey Boy/Yoroshiku Brother?/Fuyuzora ni Hibiku/Android Box/Kaiki Youko no Kaiki na Ani-tachi
Romantica Clock,43741,https://myanimelist.net/manga/43741/Romantica_Clock,https://cdn.myanimelist.net/images/manga/1/179832.jpg?s=320ae42c0062ea727ee3a232e9ca6dfd,"Aoi and Akane Kajiya are two twins who couldn't be less alike. While Aoi is intelligent, diligent, and well-mannered, Akane is athletic, pretty, and somewhat of an airhead. The two were constantly com...",nil,ロマンチカ クロック,/Kashino-kun wa Mahoutsukai/Trick on the Chocolate/Mahiro-chan no/Dear Chloe/Lemon wa Amanojaku/Usagi Melancholy,Comedy,nil,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,,Romantica Clock/ロマンチカ クロック/Kashino-kun wa Mahoutsukai/Trick on the Chocolate/Mahiro-chan no/Dear Chloe/Lemon wa Amanojaku/Usagi Melancholy
Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,122392,https://myanimelist.net/manga/122392/Zom_100__Zombie_ni_Naru_made_ni_Shitai_100_no_Koto,https://cdn.myanimelist.net/images/manga/3/223116.jpg?s=e4fa7fef8e7dcc6cf27febc8e719864b,"After three years of working for a black company, Akira was exhausted both mentally and physically. But one morning, what he saw on his usual way to work was nothing but a town full of zombies. How wi...",Zom 100: Bucket List of the Dead,ゾン100～ゾンビになるまでにしたい100のこと～,/Bucket List of The Dead/Zombie 100: 100 Things I Want to do Before I Become a Zombie,Action,Adventure,Comedy,Drama,Horror,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,Supernatural,,,,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto/Zom 100: Bucket List of the Dead/ゾン100～ゾンビになるまでにしたい100のこと～/Bucket List of The Dead/Zombie 100: 100 Things I Want to do Before I Become a Zombie
Eiga Koe no Katachi Special Book,103574,https://myanimelist.net/manga/103574/Eiga_Koe_no_Katachi_Special_Book,https://cdn.myanimelist.net/images/manga/3/190693.jpg?s=17e42099a5a0980a43e5b429e0e62157,"Yaeko Nishimiya is a cold-hearted single mother tasked with raising Shouko, her daughter, who has impaired hearing. Though Shouko’s disability is a cumbersome one, Yaeko remains determined to raise he...",nil,映画『聲の形』Special Book,/A Silent Voice Special Book,Drama,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,,,,,Eiga Koe no Katachi Special Book/映画『聲の形』Special Book/A Silent Voice Special Book
Doumu,1215,https://myanimelist.net/manga/1215/Doumu,https://cdn.myanimelist.net/images/manga/1/153281.jpg?s=d84a0148a902bc213219f1a1b893ed45,"A twisted old man, gifted with extrasensory powers, silently holds sway over an entire block of apartments. The occupants are puppets for him to control. Life is his to give...and to take. But suddenl...",Domu: A Child's Dream,童夢,nil,Horror,Supernatural,nil,nil,nil,nil,nil,nil,nil,nil,Seinen,nil,nil,nil,nil,nil,,,,,Doumu/Domu: A Child's Dream/童夢
Kaichou wa Maid-sama!: Marriage,103989,https://myanimelist.net/manga/103989/Kaichou_wa_Maid-sama__Marriage,https://cdn.myanimelist.net/images/manga/2/210825.jpg?s=2da81cd12d16899e4335c5f84a6fc1f6,Compilation of side stories of Kaichou wa Maid-sama! series.,nil,会長はメイド様！マリアージュ,/Yukiochimura ni Ojousama!,Comedy,Romance,nil,nil,nil,nil,nil,nil,nil,nil,Shoujo,nil,nil,School,nil,nil,,,,,Kaichou wa Maid-sama!: Marriage/会長はメイド様！マリアージュ/Yukiochimura ni Ojousama!
Machigatteita no wa Ore Datta n da.,121891,https://myanimelist.net/manga/121891/Machigatteita_no_wa_Ore_Datta_n_da,https://cdn.myanimelist.net/images/manga/2/222118.jpg?s=87aa3e209ad724a833b9932ca3d22abc,"Furuya has finally escaped from his yandere girlfriend Sara. It was so simple—all he had to do was kill her. But it seems that not even death can separate them, as she lingers as a ghost due to her re...",nil,間違っていたのは俺だったんだ。,/I Was Wrong,Drama,Horror,Romance,Supernatural,nil,nil,nil,nil,nil,nil,Shounen,nil,nil,nil,nil,nil,,,,,Machigatteita no wa Ore Datta n da./間違っていたのは俺だったんだ。/I Was Wrong
